programme_name,normalized_programme_name,award_level,field_category,institution_name,institution_registration_number,regulator,minimum_entry_requirements,required_subjects,suitable_for_form_four_leaver,duration,fees_if_available,study_mode,campus_location,accreditation_status_if_available,application_link,official_source_url,source_type,confidence_level,last_verified_date,notes
Bachelor of Accounting and Finance in Business Sector,bachelor accounting finance business sector,degree,business,MWENGE CATHOLIC UNIVERSITY,U/SAT/20 AND U/BTP/20,TCU,"Two principal passes in the following subjects: History Geography, Kiswahili, English Language, French Arabic, Fine Arts, Economics, Commerce, Business Studies, Accountancy, Physics, Chemistry, Biology Advanced Mathematics, Agriculture, Computer Science or Food and Human Nutrition and one subsidiary pass in A-Level. One of the principal passes must be in Advanced Mathematics, Economics, Accountancy Commerce, Business Studies, Physics, Chemistry Biology, Computer Science, Agriculture, Food and Human Nutrition, or Geography.",Advanced Mathematics; Biology; Chemistry; Physics; English Language; Geography; History; Kiswahili; Arabic; French; Commerce; Accountancy; Economics; Computer Science; Nutrition; Agriculture; Fine Arts,no,3,,full-time,Kilimanjaro,,,https://www.tcu.go.tz/sites/default/files/admission_guidebooks/Bachelors_Degree_Admission_Guidebook_for_the_2025_2026_Academic_Year_For_Holders_of_Secondary_School_Qualifications.pdf,regulator,medium,2026-04-24,Programme code: MU002; TCU minimum admission points: 4.5; Admission capacity: 140 || Parsed from TCU admission guidebook PDF layout; verify line-break-sensitive rows before public launch.
Bachelor of Accounting and Finance in Public Sector,bachelor accounting finance public sector,degree,accounting,MWENGE CATHOLIC UNIVERSITY,U/SAT/20 AND U/BTP/20,TCU,"Two principal passes in the following subjects: History Geography, Kiswahili, English Language, French Arabic, Fine Arts, Economics, Commerce, Accountancy Physics, Chemistry, Biology, Advanced Mathematics Agriculture, Computer Science or Nutrition and one subsidiary pass at A-Level. One of the principal passes must be in Mathematics, Economics, Accountancy Commerce/Business Studies, Physics, Chemistry Biology, Computer Science, Agriculture, Food and Human Nutrition, or Geography.",Advanced Mathematics; Biology; Chemistry; Physics; English Language; Geography; History; Kiswahili; Arabic; French; Commerce; Accountancy; Economics; Computer Science; Nutrition; Agriculture; Fine Arts,no,3,,full-time,Kilimanjaro,,,https://www.tcu.go.tz/sites/default/files/admission_guidebooks/Bachelors_Degree_Admission_Guidebook_for_the_2025_2026_Academic_Year_For_Holders_of_Secondary_School_Qualifications.pdf,regulator,medium,2026-04-24,Programme code: MU001; TCU minimum admission points: 4.5; Admission capacity: 140 || Parsed from TCU admission guidebook PDF layout; verify line-break-sensitive rows before public launch.
Bachelor of Arts in Geography and Environmental Studies Work,bachelor arts geography environmental studies work,degree,arts,MWENGE CATHOLIC UNIVERSITY,U/SAT/20 AND U/BTP/20,TCU,"Two principal passes, one in Geography and the other one from the following subjects: History, Kiswahili English Language, Literature in English, Computer French, Arabic, Fine Arts, Economics, Commerce Accountancy, Physics, Chemistry, Biology, Advanced Mathematics, Agriculture, Computer Science or Nutrition. 5. Bachelor of Arts in MW005 Two principal passes in the following subjects: 4 .0 150 3 Sociology and Social History, Geography, Kiswahili, English Language French, Arabic, Fine Arts, Economics, Commerce Accountancy, Physics, Chemistry, Biology, Advanced Mathematics, Agriculture, Computer Science or Nutrition.",Advanced Mathematics; Biology; Chemistry; Physics; English Language; Geography; History; Kiswahili; Arabic; French; Literature in English; Literature; Commerce; Accountancy; Economics; Computer Science; Nutrition; Agriculture; Fine Arts,no,3,,full-time,Kilimanjaro,,,https://www.tcu.go.tz/sites/default/files/admission_guidebooks/Bachelors_Degree_Admission_Guidebook_for_the_2025_2026_Academic_Year_For_Holders_of_Secondary_School_Qualifications.pdf,regulator,medium,2026-04-24,Programme code: MW004; TCU minimum admission points: 4.0; Admission capacity: 150 || Parsed from TCU admission guidebook PDF layout; verify line-break-sensitive rows before public launch.
Bachelor of Arts in Philosophy with Ethics,bachelor arts philosophy with ethics,degree,arts,MWENGE CATHOLIC UNIVERSITY,U/SAT/20 AND U/BTP/20,TCU,"Two principal passes in the following subjects: History, Geography, Kiswahili, English Language French, Arabic, Fine Arts, Economics, Commerce Accountancy, Physics, Chemistry, Biology, Advanced Mathematics, Agriculture, Computer Science, Divinity or Nutrition.",Advanced Mathematics; Biology; Chemistry; Physics; English Language; Geography; History; Kiswahili; Arabic; French; Commerce; Accountancy; Economics; Computer Science; Nutrition; Agriculture; Fine Arts,no,3,,full-time,Kilimanjaro,,,https://www.tcu.go.tz/sites/default/files/admission_guidebooks/Bachelors_Degree_Admission_Guidebook_for_the_2025_2026_Academic_Year_For_Holders_of_Secondary_School_Qualifications.pdf,regulator,medium,2026-04-24,Programme code: MW007; TCU minimum admission points: 4.0; Admission capacity: 75 || Parsed from TCU admission guidebook PDF layout; verify line-break-sensitive rows before public launch.
Bachelor of Arts in Project Planning and Management,bachelor arts project planning management,degree,business,MWENGE CATHOLIC UNIVERSITY,U/SAT/20 AND U/BTP/20,TCU,"Two principal passes in the following subjects: History, Geography, Kiswahili, English Language French, Arabic, Fine Arts, Economics, Commerce Accountancy, Physics, Chemistry, Biology, Advanced Mathematics, Agriculture, Computer Science or Nutrition.",Advanced Mathematics; Biology; Chemistry; Physics; English Language; Geography; History; Kiswahili; Arabic; French; Commerce; Accountancy; Economics; Computer Science; Nutrition; Agriculture; Fine Arts,no,3,,full-time,Kilimanjaro,,,https://www.tcu.go.tz/sites/default/files/admission_guidebooks/Bachelors_Degree_Admission_Guidebook_for_the_2025_2026_Academic_Year_For_Holders_of_Secondary_School_Qualifications.pdf,regulator,medium,2026-04-24,Programme code: MW008; TCU minimum admission points: 4.0; Admission capacity: 300 || Parsed from TCU admission guidebook PDF layout; verify line-break-sensitive rows before public launch.
Bachelor of Arts in Two principal passes in the following subjects:History Social Work and Human Rights,bachelor arts two principal passes following subjects history social work human rights,degree,social work,MWENGE CATHOLIC UNIVERSITY,U/SAT/20 AND U/BTP/20,TCU,"Geography, Kiswahili, English Language, French Arabic, Fine Arts, Economics, Commerce, Accountancy Physics, Chemistry, Biology, Advanced Mathematics Agriculture, Computer Science or Nutrition.",Advanced Mathematics; Biology; Chemistry; Physics; English Language; Geography; Kiswahili; Arabic; French; Commerce; Accountancy; Economics; Computer Science; Nutrition; Agriculture; Fine Arts,no,3,,full-time,Kilimanjaro,,,https://www.tcu.go.tz/sites/default/files/admission_guidebooks/Bachelors_Degree_Admission_Guidebook_for_the_2025_2026_Academic_Year_For_Holders_of_Secondary_School_Qualifications.pdf,regulator,medium,2026-04-24,TCU minimum admission points: 4.0; Admission capacity: 200 || Parsed from TCU admission guidebook PDF layout; verify line-break-sensitive rows before public launch.
Bachelor of Arts with ‘,bachelor arts with,degree,arts,MWENGE CATHOLIC UNIVERSITY,U/SAT/20 AND U/BTP/20,TCU,"Two principal passes in the following subjects: Advanced Mathematics, Accounting, Commerce Economics, English Language, Literature, Kiswahili. Education",Advanced Mathematics; English Language; Kiswahili; Literature; Commerce; Economics,no,3,,full-time,Kilimanjaro,,,https://www.tcu.go.tz/sites/default/files/admission_guidebooks/Bachelors_Degree_Admission_Guidebook_for_the_2025_2026_Academic_Year_For_Holders_of_Secondary_School_Qualifications.pdf,regulator,medium,2026-04-24,Programme code: MU027; TCU minimum admission points: 4.5; Admission capacity: 240 || Parsed from TCU admission guidebook PDF layout; verify line-break-sensitive rows before public launch.
Bachelor of Business Administration in Customer Service Management and Public Relations,bachelor business administration customer service management public relations,degree,business,MWENGE CATHOLIC UNIVERSITY,U/SAT/20 AND U/BTP/20,TCU,"Two principal passes in the following subjects: History Geography, Kiswahili or Fasihi ya Kiswahili, English Language or Literature in English, French, Arabic Chinese, Fine Arts, Economics, Commerce Accountancy, Business Studies, Physics, Chemistry Biology, Advanced Mathematics, Agriculture, Computer Science, Food and Human nutrition, Sport, Music theatre Arts, Text and Garments constructions.",Advanced Mathematics; Biology; Chemistry; Physics; English Language; Geography; History; Kiswahili; Arabic; French; Literature in English; Literature; Commerce; Accountancy; Economics; Computer Science; Nutrition; Agriculture; Fine Arts,no,3,,full-time,Kilimanjaro,,,https://www.tcu.go.tz/sites/default/files/admission_guidebooks/Bachelors_Degree_Admission_Guidebook_for_the_2025_2026_Academic_Year_For_Holders_of_Secondary_School_Qualifications.pdf,regulator,medium,2026-04-24,Programme code: MU032; TCU minimum admission points: 4.5; Admission capacity: 150 || Parsed from TCU admission guidebook PDF layout; verify line-break-sensitive rows before public launch.
Bachelor of Business Administration in Entrepreneurship and Innovation Management,bachelor business administration entrepreneurship innovation management,degree,business,MWENGE CATHOLIC UNIVERSITY,U/SAT/20 AND U/BTP/20,TCU,"Two principal passes in the following subjects: History or Geography or Kiswahili or Fasihi ya Kiswahili or English Language or Literature in English or French or Arabic or Chinese or Fine Art or Economics or Commerce or Accountancy or Business Studies or Physics or Chemistry or Biology or Advanced Mathematics or Agriculture or Computer Science or Food and Human Nutrition or Sports or Music, Theatre Arts or Text and Garment Construction, and one subsidiary.",Advanced Mathematics; Biology; Chemistry; Physics; English Language; Geography; History; Kiswahili; Arabic; French; Literature in English; Literature; Commerce; Accountancy; Economics; Computer Science; Nutrition; Agriculture,no,3,,full-time,Kilimanjaro,,,https://www.tcu.go.tz/sites/default/files/admission_guidebooks/Bachelors_Degree_Admission_Guidebook_for_the_2025_2026_Academic_Year_For_Holders_of_Secondary_School_Qualifications.pdf,regulator,medium,2026-04-24,Programme code: MU009; TCU minimum admission points: 4.5; Admission capacity: 105 || Parsed from TCU admission guidebook PDF layout; verify line-break-sensitive rows before public launch.
Bachelor of Business Administration in Marketing Management “ ”,bachelor business administration marketing management,degree,business,MWENGE CATHOLIC UNIVERSITY,U/SAT/20 AND U/BTP/20,TCU,"Two principal passes in the following subjects: History Geography, Kiswahili, English Language, French Arabic, Fine Arts, Economics, Commerce, Accountancy Physics, Chemistry, Biology, Advanced Mathematics Agriculture, Computer Science or Nutrition and one subsidiary. If one of the principals do not include Advanced Mathematics or Economics or Commerce, an applicant MUST HAVE a minimum of C grade in Basic Mathematics or Commerce or Book- Keeping at O- Level.",Basic Mathematics; Advanced Mathematics; Biology; Chemistry; Physics; English Language; Geography; History; Kiswahili; Arabic; French; Commerce; Accountancy; Economics; Computer Science; Nutrition; Agriculture; Fine Arts,no,3,,full-time,Kilimanjaro,,,https://www.tcu.go.tz/sites/default/files/admission_guidebooks/Bachelors_Degree_Admission_Guidebook_for_the_2025_2026_Academic_Year_For_Holders_of_Secondary_School_Qualifications.pdf,regulator,medium,2026-04-24,Programme code: MU011; TCU minimum admission points: 4.5; Admission capacity: 105 || Parsed from TCU admission guidebook PDF layout; verify line-break-sensitive rows before public launch.
Bachelor of Environmental ‘,bachelor environmental,degree,other,MWENGE CATHOLIC UNIVERSITY,U/SAT/20 AND U/BTP/20,TCU,"Two principal passes in the following subjects: Geography, Biology, Physics; Agriculture, History Economics, Chemistry, Mathematics. The applicant must have obtained at least a credit in Geography at O' level.",Mathematics; Biology; Chemistry; Physics; Geography; History; Economics; Agriculture,no,3,,full-time,Kilimanjaro,,,https://www.tcu.go.tz/sites/default/files/admission_guidebooks/Bachelors_Degree_Admission_Guidebook_for_the_2025_2026_Academic_Year_For_Holders_of_Secondary_School_Qualifications.pdf,regulator,medium,2026-04-24,Programme code: MU030; TCU minimum admission points: 4.0; Admission capacity: 90 || Parsed from TCU admission guidebook PDF layout; verify line-break-sensitive rows before public launch.
Bachelor of Health Systems Management,bachelor health systems management,degree,health,MWENGE CATHOLIC UNIVERSITY,U/SAT/20 AND U/BTP/20,TCU,"Two principal passes in the following subjects: History Geography, Kiswahili, English Language, French Arabic, Fine Arts, Economics, Commerce, Accountancy Physics, Chemistry, Biology, Advanced Mathematics Agriculture, Computer Science or Nutrition and one subsidiary. Where the principal passes do not include English, an applicant MUST HAVE a minimum of “ C ” grade in English at O-Level.",Advanced Mathematics; Biology; Chemistry; Physics; English Language; Geography; History; Kiswahili; Arabic; French; Commerce; Accountancy; Economics; Computer Science; Nutrition; Agriculture; Fine Arts,no,3,,full-time,Kilimanjaro,,,https://www.tcu.go.tz/sites/default/files/admission_guidebooks/Bachelors_Degree_Admission_Guidebook_for_the_2025_2026_Academic_Year_For_Holders_of_Secondary_School_Qualifications.pdf,regulator,medium,2026-04-24,Programme code: MU012; TCU minimum admission points: 4.5; Admission capacity: 140 || Parsed from TCU admission guidebook PDF layout; verify line-break-sensitive rows before public launch.
Bachelor of Health Systems in Monitoring and Evaluation,bachelor health systems monitoring evaluation,degree,health,MWENGE CATHOLIC UNIVERSITY,U/SAT/20 AND U/BTP/20,TCU,Two principal passes and one subsidiary at the A ‘level. Where the principal passes do not include English and Mathematics an applicant MUST HAVE obtained at least a credit in English Language and Mathematics at ‘O’ level.,Mathematics; English Language,no,3,,full-time,Kilimanjaro,,,https://www.tcu.go.tz/sites/default/files/admission_guidebooks/Bachelors_Degree_Admission_Guidebook_for_the_2025_2026_Academic_Year_For_Holders_of_Secondary_School_Qualifications.pdf,regulator,medium,2026-04-24,Programme code: MU029; TCU minimum admission points: 4.5; Admission capacity: 50 || Parsed from TCU admission guidebook PDF layout; verify line-break-sensitive rows before public launch.
Bachelor of Laws,bachelor laws,degree,law,MWENGE CATHOLIC UNIVERSITY,U/SAT/20 AND U/BTP/20,TCU,"Two principal passes in the following subjects: History Geography, Kiswahili, English Language, French Arabic, Fine Arts, Economics, Commerce, Accountancy Physics, Chemistry, Biology, Advanced Mathematics Agriculture, Computer Science or Nutrition and one subsidiary. Those without principal or subsidiary passes in English and History MUST HAVE a minimum of “C” grade in English and History at O-Level.",Advanced Mathematics; English Language; Geography; History; Kiswahili; Arabic; French; Commerce; Accountancy; Economics; Fine Arts; Biology; Chemistry; Physics; Computer Science; Nutrition; Agriculture,no,3,,full-time,Kilimanjaro,,,https://www.tcu.go.tz/sites/default/files/admission_guidebooks/Bachelors_Degree_Admission_Guidebook_for_the_2025_2026_Academic_Year_For_Holders_of_Secondary_School_Qualifications.pdf,regulator,medium,2026-04-24,Programme code: MW012; TCU minimum admission points: 4.0; Admission capacity: 50 || Parsed from TCU admission guidebook PDF layout; verify line-break-sensitive rows before public launch. ; Programme code: MU006; TCU minimum admission points: 4.5; Admission capacity: 200 || Parsed from TCU admission guidebook PDF layout; verify line-break-sensitive rows before public launch.
Bachelor of Procurement and Assets Management,bachelor procurement assets management,degree,business,MWENGE CATHOLIC UNIVERSITY,U/SAT/20 AND U/BTP/20,TCU,"Two principal passes in the following subjects: History Geography, Kiswahili, English Language, French Arabic, Fine Arts, Economics, Commerce, Accountancy Physics, Chemistry, Biology, Advanced Mathematics Computer Science, Business Studies, Nutrition and one subsidiary. If one of the principal passes do not include Advanced Mathematics or Economics or Commerce or Business studies or Computer Science, an applicant must have a minimum of “ D ” grade in Basic Mathematics at O-Level.",Basic Mathematics; Advanced Mathematics; Biology; Chemistry; Physics; English Language; Geography; History; Kiswahili; Arabic; French; Commerce; Accountancy; Economics; Computer Science; Nutrition; Fine Arts,no,3,,full-time,Kilimanjaro,,,https://www.tcu.go.tz/sites/default/files/admission_guidebooks/Bachelors_Degree_Admission_Guidebook_for_the_2025_2026_Academic_Year_For_Holders_of_Secondary_School_Qualifications.pdf,regulator,medium,2026-04-24,Programme code: MU033; TCU minimum admission points: 4.5; Admission capacity: 150 || Parsed from TCU admission guidebook PDF layout; verify line-break-sensitive rows before public launch.
