institution_name,normalized_institution_name,abbreviation_or_aliases,registration_number,regulator,accreditation_status,ownership_type,institution_type,region,district_or_council,campus_name,physical_location,mainland_or_zanzibar,website,admissions_url,application_url,phone_numbers,email,logo_url,logo_source_url,logo_status,official_source_url,source_type,confidence_level,last_verified_date,notes,needs_review,review_reasons
SONGEA COLLEGE OF HEALTH AND ALLIED SCIENCES,songea health allied sciences,,REG/HAS/054,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Government,Technical Institution,Ruvuma,Songea Municipal Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
SONGEA SMART PROFESSIONAL COLLEGE,songea smart professional,,REG/HAS/230,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Private,Technical Institution,Ruvuma,Songea Municipal Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
SOUTHERN HIGHLANDS COLLEGE OF HEALTH AND ALLIED SCIENCES - MBEYA,southern highlands health allied sciences mbeya,,REG/HAS/200,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Private,Technical Institution,Mbeya,Mbeya City Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
SPRING INSTITUTE OF BUSINESS AND SCIENCE,spring business science,,REG/HAS/140,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Private,Technical Institution,Kilimanjaro,Moshi Municipal Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
SR. DR. THEKLA NURSING SCHOOL,sr dr thekla nursing school,,REG/HAS/128,NACTVET,listed in NACTVET 2025/2026 admission guidebook,FBO,Technical Institution,Lindi,Lindi District Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
ST. AGGREY INSTITUTE OF EDUCATION,st aggrey education,,REG/TLF/056,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Private,Technical Institution,Mbeya,Mbeya City Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
ST. AGGREY COLLEGE OF HEALTH SCIENCES,st aggrey health sciences,,REG/HAS/116,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Private,Technical Institution,Mbeya,Mbeya City Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
ST. AUGUSTINE MUHEZA INSTITUTE OF HEALTH SCIENCES,st augustine muheza health sciences,,REG/HAS/088,NACTVET,listed in NACTVET 2025/2026 admission guidebook,FBO,Technical Institution,Tanga,Muheza District Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
ST. AUGUSTINE UNIVERSITY OF TANZANIA (SAUT) -ARUSHA CENTRE,st augustine tanzania saut arusha,SAUT,SAA,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Private,University offering NTA programmes,Arusha,Arusha District Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_UNIVERSITIES_2025_2026.pdf,NACTVET admission guidebook 2025/2026 - universities offering certificate/diploma programmes,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
ST. AUGUSTINE UNIVERSITY OF TANZANIA (SAUT) -MWANZA,st augustine tanzania saut mwanza,SAUT,SA,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Private,University offering NTA programmes,Mwanza,Nyamagana Municipal Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_UNIVERSITIES_2025_2026.pdf,NACTVET admission guidebook 2025/2026 - universities offering certificate/diploma programmes,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
ST. BAKHITA HEALTH TRAINING INSTITUTE,st bakhita health training,,REG/HAS/066,NACTVET,listed in NACTVET 2025/2026 admission guidebook,FBO,Technical Institution,Rukwa,Nkasi District Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
ST. BERNARD COLLEGE OF BUSINESS ADMINISTRATION AND TECHNOLOGY,st bernard business administration technology,,REG/SAT/039,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Private,Technical Institution,Singida,Singida District Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
ST. DAVID COLLEGE OF HEALTH SCIENCES,st david health sciences,,REG/HAS/170,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Private,Technical Institution,Dar es Salaam,Kinondoni Municipal Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
ST. FRANCIS UNIVERSITY COLLEGE OF HEALTH AND ALLIED SCIENCES (SFUCHAS),st francis health allied sciences sfuchas,SFUCHAS,SF,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Private,University offering NTA programmes,Morogoro,Kilombero District Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_UNIVERSITIES_2025_2026.pdf,NACTVET admission guidebook 2025/2026 - universities offering certificate/diploma programmes,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
ST. GASPAR COLLEGE OF HEALTH AND ALLIED SCIENCES,st gaspar health allied sciences,,REG/HAS/090,NACTVET,listed in NACTVET 2025/2026 admission guidebook,FBO,Technical Institution,Singida,Singida District Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
ST. JOHN COLLEGE OF HEALTH,st john health,,REG/HAS/126,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Private,Technical Institution,Mbeya,Mbeya City Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
ST JOHN'S UNIVERSITY OF TANZANIA,st john s tanzania,,SJ,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Private,University offering NTA programmes,Dodoma,Dodoma Municipal Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_UNIVERSITIES_2025_2026.pdf,NACTVET admission guidebook 2025/2026 - universities offering certificate/diploma programmes,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
ST. JOSEPH UNIVERSITY COLLEGE OF HEALTH SCIENCES,st joseph health sciences,,REG/UHAS/007,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Private,University offering NTA programmes,Dar es Salaam,Kinondoni Municipal Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_UNIVERSITIES_2025_2026.pdf,NACTVET admission guidebook 2025/2026 - universities offering certificate/diploma programmes,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
"ST. JOSEPH'S COLLEGE, THE INSTITUTE OF BUSINESS AND MANAGEMENT - KIBAHA CAMPUS",st joseph s business management kibaha campus,,REG/BTP/169P,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Private,Technical Institution,Pwani,Kibaha District Counci,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
"ST. JOSEPH'S COLLEGE, THE INSTITUTE OF BUSINESS AND MANAGEMENT - MOROGORO",st joseph s business management morogoro,,REG/BMG/046,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Private,Technical Institution,Morogoro,Morogoro Municipal Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
ST. JOSEPH COLLEGE - SHINYANGA CAMPUS,st joseph shinyanga campus,,REG/BTP/076,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Private,Technical Institution,Shinyanga,Shinyanga District Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
ST JOSEPH COLLEGE - SINGIDA CAMPUS,st joseph singida campus,,REG/NACTVET/1156,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Private,Technical Institution,Singida,Singida District Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
ST JOSEPH UNIVERSITY IN TANZANIA ENGINEERING AND TECHNOLOGY,st joseph tanzania engineering technology,,REG/EOS/023,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Private,University offering NTA programmes,Dar es Salaam,Kinondoni Municipal Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_UNIVERSITIES_2025_2026.pdf,NACTVET admission guidebook 2025/2026 - universities offering certificate/diploma programmes,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
ST. KIZITO MIKUMI INSTITUTE OF HEALTH AND ALLIED SCIENCES,st kizito mikumi health allied sciences,,REG/HAS/260,NACTVET,listed in NACTVET 2025/2026 admission guidebook,FBO,Technical Institution,Morogoro,Kilosa District Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
ST. MAGDALENE HEALTH TRAINING INSTITUTE,st magdalene health training,,REG/HAS/107N,NACTVET,listed in NACTVET 2025/2026 admission guidebook,FBO,Technical Institution,Kagera,Missenyi District Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
ST. MAXIMILLIANCOLBE HEALTH COLLEGE,st maximilliancolbe health,,REG/HAS/154,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Private,Technical Institution,Tabora,Tabora Municipal Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
ST. THERESA SCHOOL OF NURSING,st theresa school nursing,,REG/HAS/227,NACTVET,listed in NACTVET 2025/2026 admission guidebook,FBO,Technical Institution,Kilimanjaro,Moshi Municipal Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
ST THOMAS INSTITUTE OF MANAGEMENT AND TECHNOLOGY - MSATA,st thomas management technology msata,,REG/BTP/092P,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Private,Technical Institution,Pwani,Bagamoyo District Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
ST. THOMAS INSTITUTE OF MANAGEMENT AND TECHNOLOGY - SONGEA,st thomas management technology songea,,REG/BTP/008,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Private,Technical Institution,Ruvuma,Songea Municipal Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
THE STATE UNIVERSITY OF ZANZIBAR,state zanzibar,,SZ,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Government,University offering NTA programmes,Zanzibar Urban/West,Mjini District,,,Zanzibar,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_UNIVERSITIES_2025_2026.pdf,NACTVET admission guidebook 2025/2026 - universities offering certificate/diploma programmes,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
STELLA MARIS MTWARA UNIVERSITY COLLEGE,stella maris mtwara,,SAM,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Private,University offering NTA programmes,Mtwara,Mtwara District Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_UNIVERSITIES_2025_2026.pdf,NACTVET admission guidebook 2025/2026 - universities offering certificate/diploma programmes,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
SUMBAWANGA COLLEGE OF HEALTH AND ALLIED SCIENCES,sumbawanga health allied sciences,,REG/HAS/055N,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Government,Technical Institution,Rukwa,Sumbawanga Municipal Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
SUYE HEALTH INSTITUTE,suye health,,REG/HAS/112,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Private,Technical Institution,Arusha,Arusha District Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
TAASISI YA SANAA NA UTAMADUNI BAGAMOYO (TASUBA),taasisi ya sanaa na utamaduni bagamoyo tasuba,TASUBA,REG/PWF/010,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Government,Technical Institution,Pwani,Bagamoyo District Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
TABORA INSTITUTE,tabora,,REG/HAS/157,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Private,Technical Institution,Tabora,Nzega District Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
TABORA BLISS COLLEGE - TABORA,tabora bliss tabora,,REG/HAS/214,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Private,Technical Institution,Tabora,Tabora Municipal Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
TABORA (EA) POLYTECHNIC COLLEGE - TULI CAMPUS,tabora ea polytechnic tuli campus,EA,REG/HAS/244,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Private,Technical Institution,Tabora,Tabora Municipal Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
TABORA EAST AFRICA POLYTECHNIC COLLEGE - TABORA,tabora east africa polytechnic tabora,,REG/ANE/034N,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Private,Technical Institution,Tabora,Tabora Municipal Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
TABORA COLLEGE OF HEALTH AND ALLIED SCIENCES,tabora health allied sciences,,REG/HAS/196,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Government,Technical Institution,Tabora,Tabora Municipal Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
TAIFA INSTITUTE OF HEALTH AND ALLIED SCIENCES,taifa health allied sciences,,REG/HAS/215,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Private,Technical Institution,Arusha,Arusha District Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
TANDABUI INSTITUTE OF HEALTH SCIENCES AND TECHNOLOGY,tandabui health sciences technology,,REG/HAS/117,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Private,Technical Institution,Mwanza,Nyamagana Municipal Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
TANGA COLLEGE OF HEALTH AND ALLIED SCIENCES,tanga health allied sciences,,REG/HAS/049,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Government,Technical Institution,Tanga,Tanga City Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
TANGA TECHNICAL INSTITUTE,tanga technical,,REG/BTP/114P,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Private,Technical Institution,Tanga,Tanga City Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
TANZANIA INSTITUTE OF ACCOUNTANCY (TIA) - DAR ES SALAAM,tanzania accountancy tia dar es salaam,TIA,REG/BMG/007,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Government,Technical Institution,Dar es Salaam,Temeke Municipal Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
TANZANIA INSTITUTE OF ACCOUNTANCY (TIA) - KIGOMA CAMPUS,tanzania accountancy tia kigoma campus,TIA,REG/BTP/059,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Government,Technical Institution,Kigoma,Kigoma-Ujiji Municipal Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
TANZANIA INSTITUTE OF ACCOUNTANCY (TIA) - MBEYA,tanzania accountancy tia mbeya,TIA,REG/BMG/012,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Government,Technical Institution,Mbeya,Mbeya City Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
TANZANIA INSTITUTE OF ACCOUNTANCY (TIA) - MTWARA,tanzania accountancy tia mtwara,TIA,REG/BMG/022,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Government,Technical Institution,Mtwara,Mtwara District Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
TANZANIA INSTITUTE OF ACCOUNTANCY (TIA) - MWANZA CAMPUS,tanzania accountancy tia mwanza campus,TIA,REG/BMG/050,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Government,Technical Institution,Mwanza,Ilemela Municipal Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
TANZANIA INSTITUTE OF ACCOUNTANCY (TIA) - SINGIDA,tanzania accountancy tia singida,TIA,REG/BMG/008,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Government,Technical Institution,Singida,Singida District Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
TANZANIA INSTITUTE OF ACCOUNTANCY (TIA) - TANGA CAMPUS,tanzania accountancy tia tanga campus,TIA,REG/BTP/167,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Government,Technical Institution,Tanga,Tanga City Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
TANZANIA INSTITUTE OF ACCOUNTANCY (TIA) - ZANZIBAR CAMPUS,tanzania accountancy tia zanzibar campus,TIA,REG/BTP/158P,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Government,Technical Institution,Zanzibar Central/South,Kati Distric,,,Zanzibar,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
TANZANIA GEMOLOGICAL CENTRE,tanzania gemological,,REG/SAT/033,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Government,Technical Institution,Arusha,Arusha City Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
TANZANIA INSTITUTE OF PROJECT MANAGEMENT (TIPM) - DAR ES SALAAM,tanzania project management tipm dar es salaam,TIPM,REG/PWF/042,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Private,Technical Institution,Dar es Salaam,Ilala Municipal Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
TANZANIA PUBLIC SERVICE COLLEGE - DAR ES SALAAM,tanzania public service dar es salaam,,REG/BMG/009,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Government,Technical Institution,Dar es Salaam,Ilala Municipal Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
TANZANIA PUBLIC SERVICE COLLEGE - MTWARA,tanzania public service mtwara,,REG/BTP/067,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Government,Technical Institution,Mtwara,Mtwara District Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
TANZANIA PUBLIC SERVICE COLLEGE - SINGIDA,tanzania public service singida,,REG/BTP/038,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Government,Technical Institution,Singida,Singida District Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
