programme_name,normalized_programme_name,programme_code,award_level,qualification_level,pathway_type,field_category,course_family,institution_name,normalized_institution_name,campus_name,regulator,institution_type,ownership_type,region,district_or_council,duration,study_mode,admission_capacity,fees_if_available,fee_band,application_method,official_source_url,source_type,confidence_level,last_verified_date,notes,needs_review,review_reasons
Bachelor’s degree in Plumbing and Service Engineering,bachelor s degree in plumbing and service engineering,WD007,Bachelor Degree,Bachelor Degree,degree,Engineering & Technology,Other,Water Institute (WI),water wi,,TCU,Higher Education Institution,,Dar es Salaam,,4,,50,,,Apply through the institution online admissions system.,https://tcu.go.tz/sites/default/files/public_notices/2025-07/Admission%20Guidebook%20for%20Holders%20of%20Secondary%20School%20Qualifications_2025_2026.pdf; https://tcu.go.tz/sites/default/files/file_uploads/guide_books/2025-07/Admissions%20Guidebook%20for%20Holders%20of%20Diploma%20or%20Equivalent%20Qualifications_2025_2026.pdf,TCU 2025/2026 Bachelor degree admission guidebook - secondary school qualifications; TCU 2025/2026 Bachelor degree admission guidebook - ordinary diploma/equivalent qualifications,high,2026-04-26,TCU Form Six / secondary qualification route.; TCU Ordinary Diploma / equivalent qualification route.,no,capacity/duration not confidently parsed
Bachelor’s degree in quantity surveying for Water and Sanitation,bachelor s degree in quantity surveying for water and sanitation,WD009,Bachelor Degree,Bachelor Degree,degree,Engineering & Technology,Civil & Built Environment,Water Institute (WI),water wi,,TCU,Higher Education Institution,,Dar es Salaam,,3,,50,,,Apply through the institution online admissions system.,https://tcu.go.tz/sites/default/files/file_uploads/guide_books/2025-07/Admissions%20Guidebook%20for%20Holders%20of%20Diploma%20or%20Equivalent%20Qualifications_2025_2026.pdf,TCU 2025/2026 Bachelor degree admission guidebook - ordinary diploma/equivalent qualifications,high,2026-04-26,TCU Ordinary Diploma / equivalent qualification route.,no,
Bachelor’s degree in water quality and laboratory technology,bachelor s degree in water quality and laboratory technology,WD008,Bachelor Degree,Bachelor Degree,degree,Health & Allied Sciences,Medicine & Clinical Health,Water Institute (WI),water wi,,TCU,Higher Education Institution,,Dar es Salaam,,3,,100,,,Apply through the institution online admissions system.,https://tcu.go.tz/sites/default/files/file_uploads/guide_books/2025-07/Admissions%20Guidebook%20for%20Holders%20of%20Diploma%20or%20Equivalent%20Qualifications_2025_2026.pdf,TCU 2025/2026 Bachelor degree admission guidebook - ordinary diploma/equivalent qualifications,high,2026-04-26,TCU Ordinary Diploma / equivalent qualification route.,no,
Bachelor’s degree in water supply engineering,bachelor s degree in water supply engineering,WD006,Bachelor Degree,Bachelor Degree,degree,Engineering & Technology,Business & Management,Water Institute (WI),water wi,,TCU,Higher Education Institution,,Dar es Salaam,,4,,100,,,Apply through the institution online admissions system.,https://tcu.go.tz/sites/default/files/public_notices/2025-07/Admission%20Guidebook%20for%20Holders%20of%20Secondary%20School%20Qualifications_2025_2026.pdf; https://tcu.go.tz/sites/default/files/file_uploads/guide_books/2025-07/Admissions%20Guidebook%20for%20Holders%20of%20Diploma%20or%20Equivalent%20Qualifications_2025_2026.pdf,TCU 2025/2026 Bachelor degree admission guidebook - secondary school qualifications; TCU 2025/2026 Bachelor degree admission guidebook - ordinary diploma/equivalent qualifications,high,2026-04-26,TCU Form Six / secondary qualification route.; TCU Ordinary Diploma / equivalent qualification route.,yes,duration differs across official source rows
Bachelor in Islamic Banking and Finance,bachelor in islamic banking and finance,ZU006,Bachelor Degree,Bachelor Degree,degree,"Business, Finance & Management",Accounting & Finance,Zanzibar University (ZU),zanzibar zu,,TCU,Higher Education Institution,,Zanzibar,,3,,75,,,Apply through the institution online admissions system.,https://tcu.go.tz/sites/default/files/public_notices/2025-07/Admission%20Guidebook%20for%20Holders%20of%20Secondary%20School%20Qualifications_2025_2026.pdf; https://tcu.go.tz/sites/default/files/file_uploads/guide_books/2025-07/Admissions%20Guidebook%20for%20Holders%20of%20Diploma%20or%20Equivalent%20Qualifications_2025_2026.pdf,TCU 2025/2026 Bachelor degree admission guidebook - secondary school qualifications; TCU 2025/2026 Bachelor degree admission guidebook - ordinary diploma/equivalent qualifications,high,2026-04-26,TCU Form Six / secondary qualification route.; TCU Ordinary Diploma / equivalent qualification route.,no,capacity/duration not confidently parsed
Bachelor of Arts in Economics,bachelor of arts in economics,ZU005,Bachelor Degree,Bachelor Degree,degree,"Business, Finance & Management",Arts & Communication,Zanzibar University (ZU),zanzibar zu,,TCU,Higher Education Institution,,Zanzibar,,3,,75,,,Apply through the institution online admissions system.,https://tcu.go.tz/sites/default/files/public_notices/2025-07/Admission%20Guidebook%20for%20Holders%20of%20Secondary%20School%20Qualifications_2025_2026.pdf; https://tcu.go.tz/sites/default/files/file_uploads/guide_books/2025-07/Admissions%20Guidebook%20for%20Holders%20of%20Diploma%20or%20Equivalent%20Qualifications_2025_2026.pdf,TCU 2025/2026 Bachelor degree admission guidebook - secondary school qualifications; TCU 2025/2026 Bachelor degree admission guidebook - ordinary diploma/equivalent qualifications,high,2026-04-26,TCU Form Six / secondary qualification route.; TCU Ordinary Diploma / equivalent qualification route.,no,capacity/duration not confidently parsed
Bachelor of Arts in Languages,bachelor of arts in languages,ZU007,Bachelor Degree,Bachelor Degree,degree,"Arts, Media & Communication",Arts & Communication,Zanzibar University (ZU),zanzibar zu,,TCU,Higher Education Institution,,Zanzibar,,3,,100,,,Apply through the institution online admissions system.,https://tcu.go.tz/sites/default/files/public_notices/2025-07/Admission%20Guidebook%20for%20Holders%20of%20Secondary%20School%20Qualifications_2025_2026.pdf; https://tcu.go.tz/sites/default/files/file_uploads/guide_books/2025-07/Admissions%20Guidebook%20for%20Holders%20of%20Diploma%20or%20Equivalent%20Qualifications_2025_2026.pdf,TCU 2025/2026 Bachelor degree admission guidebook - secondary school qualifications; TCU 2025/2026 Bachelor degree admission guidebook - ordinary diploma/equivalent qualifications,medium,2026-04-26,TCU Form Six / secondary qualification route.; TCU Ordinary Diploma / equivalent qualification route.,yes,admission points/capacity/duration not confidently parsed
Bachelor of Arts in Public Administration,bachelor of arts in public administration,ZU008,Bachelor Degree,Bachelor Degree,degree,"Business, Finance & Management",Business & Management,Zanzibar University (ZU),zanzibar zu,,TCU,Higher Education Institution,,Zanzibar,,3,,50,,,Apply through the institution online admissions system.,https://tcu.go.tz/sites/default/files/public_notices/2025-07/Admission%20Guidebook%20for%20Holders%20of%20Secondary%20School%20Qualifications_2025_2026.pdf; https://tcu.go.tz/sites/default/files/file_uploads/guide_books/2025-07/Admissions%20Guidebook%20for%20Holders%20of%20Diploma%20or%20Equivalent%20Qualifications_2025_2026.pdf,TCU 2025/2026 Bachelor degree admission guidebook - secondary school qualifications; TCU 2025/2026 Bachelor degree admission guidebook - ordinary diploma/equivalent qualifications,high,2026-04-26,TCU Form Six / secondary qualification route.; TCU Ordinary Diploma / equivalent qualification route.,no,capacity/duration not confidently parsed
Bachelor of Business Administration in Accounting and Finance,bachelor of business administration in accounting and finance,ZU001,Bachelor Degree,Bachelor Degree,degree,"Business, Finance & Management",Accounting & Finance,Zanzibar University (ZU),zanzibar zu,,TCU,Higher Education Institution,,Zanzibar,,3,,100,,,Apply through the institution online admissions system.,https://tcu.go.tz/sites/default/files/public_notices/2025-07/Admission%20Guidebook%20for%20Holders%20of%20Secondary%20School%20Qualifications_2025_2026.pdf; https://tcu.go.tz/sites/default/files/file_uploads/guide_books/2025-07/Admissions%20Guidebook%20for%20Holders%20of%20Diploma%20or%20Equivalent%20Qualifications_2025_2026.pdf,TCU 2025/2026 Bachelor degree admission guidebook - secondary school qualifications; TCU 2025/2026 Bachelor degree admission guidebook - ordinary diploma/equivalent qualifications,high,2026-04-26,TCU Form Six / secondary qualification route.; TCU Ordinary Diploma / equivalent qualification route.,no,
Bachelor of Business Administration in Marketing,bachelor of business administration in marketing,ZU003,Bachelor Degree,Bachelor Degree,degree,"Business, Finance & Management",Business & Management,Zanzibar University (ZU),zanzibar zu,,TCU,Higher Education Institution,,Zanzibar,,3,,100,,,Apply through the institution online admissions system.,https://tcu.go.tz/sites/default/files/public_notices/2025-07/Admission%20Guidebook%20for%20Holders%20of%20Secondary%20School%20Qualifications_2025_2026.pdf; https://tcu.go.tz/sites/default/files/file_uploads/guide_books/2025-07/Admissions%20Guidebook%20for%20Holders%20of%20Diploma%20or%20Equivalent%20Qualifications_2025_2026.pdf,TCU 2025/2026 Bachelor degree admission guidebook - secondary school qualifications; TCU 2025/2026 Bachelor degree admission guidebook - ordinary diploma/equivalent qualifications,high,2026-04-26,TCU Form Six / secondary qualification route.; TCU Ordinary Diploma / equivalent qualification route.,no,capacity/duration not confidently parsed
Bachelor of Community Development,bachelor of community development,ZU025,Bachelor Degree,Bachelor Degree,degree,"Planning, Built Environment & Land",Social Work & Community Development,Zanzibar University (ZU),zanzibar zu,,TCU,Higher Education Institution,,Zanzibar,,3,,100,,,Apply through the institution online admissions system.,https://tcu.go.tz/sites/default/files/public_notices/2025-07/Admission%20Guidebook%20for%20Holders%20of%20Secondary%20School%20Qualifications_2025_2026.pdf; https://tcu.go.tz/sites/default/files/file_uploads/guide_books/2025-07/Admissions%20Guidebook%20for%20Holders%20of%20Diploma%20or%20Equivalent%20Qualifications_2025_2026.pdf,TCU 2025/2026 Bachelor degree admission guidebook - secondary school qualifications; TCU 2025/2026 Bachelor degree admission guidebook - ordinary diploma/equivalent qualifications,high,2026-04-26,TCU Form Six / secondary qualification route.; TCU Ordinary Diploma / equivalent qualification route.,no,capacity/duration not confidently parsed
Bachelor of Information Studies,bachelor of information studies,ZU015,Bachelor Degree,Bachelor Degree,degree,Other / Needs Classification,Other,Zanzibar University (ZU),zanzibar zu,,TCU,Higher Education Institution,,Zanzibar,,3,,100,,,Apply through the institution online admissions system.,https://tcu.go.tz/sites/default/files/public_notices/2025-07/Admission%20Guidebook%20for%20Holders%20of%20Secondary%20School%20Qualifications_2025_2026.pdf; https://tcu.go.tz/sites/default/files/file_uploads/guide_books/2025-07/Admissions%20Guidebook%20for%20Holders%20of%20Diploma%20or%20Equivalent%20Qualifications_2025_2026.pdf,TCU 2025/2026 Bachelor degree admission guidebook - secondary school qualifications; TCU 2025/2026 Bachelor degree admission guidebook - ordinary diploma/equivalent qualifications,high,2026-04-26,TCU Form Six / secondary qualification route.; TCU Ordinary Diploma / equivalent qualification route.,no,capacity/duration not confidently parsed
Bachelor of International Relations and Diplomacy,bachelor of international relations and diplomacy,ZU017,Bachelor Degree,Bachelor Degree,degree,Other / Needs Classification,Other,Zanzibar University (ZU),zanzibar zu,,TCU,Higher Education Institution,,Zanzibar,,3,,100,,,Apply through the institution online admissions system.,https://tcu.go.tz/sites/default/files/public_notices/2025-07/Admission%20Guidebook%20for%20Holders%20of%20Secondary%20School%20Qualifications_2025_2026.pdf; https://tcu.go.tz/sites/default/files/file_uploads/guide_books/2025-07/Admissions%20Guidebook%20for%20Holders%20of%20Diploma%20or%20Equivalent%20Qualifications_2025_2026.pdf,TCU 2025/2026 Bachelor degree admission guidebook - secondary school qualifications; TCU 2025/2026 Bachelor degree admission guidebook - ordinary diploma/equivalent qualifications,high,2026-04-26,TCU Form Six / secondary qualification route.; TCU Ordinary Diploma / equivalent qualification route.,no,capacity/duration not confidently parsed
Bachelor of Laws,bachelor of laws,ZU020,Bachelor Degree,Bachelor Degree,degree,Law & Public Administration,Law,Zanzibar University (ZU),zanzibar zu,,TCU,Higher Education Institution,,Zanzibar,,4,,120,,,Apply through the institution online admissions system.,https://tcu.go.tz/sites/default/files/public_notices/2025-07/Admission%20Guidebook%20for%20Holders%20of%20Secondary%20School%20Qualifications_2025_2026.pdf; https://tcu.go.tz/sites/default/files/file_uploads/guide_books/2025-07/Admissions%20Guidebook%20for%20Holders%20of%20Diploma%20or%20Equivalent%20Qualifications_2025_2026.pdf,TCU 2025/2026 Bachelor degree admission guidebook - secondary school qualifications; TCU 2025/2026 Bachelor degree admission guidebook - ordinary diploma/equivalent qualifications,high,2026-04-26,TCU Form Six / secondary qualification route.; TCU Ordinary Diploma / equivalent qualification route.,yes,admission_capacity differs across official source rows
